sex,dataset,technology,description,annotation_method,unique_cell_type_count
,https://api.cellxgene.cziscience.com/dp/v1/collections/4195ab4c-20bd-4cd3-8b3d-65601277e731#P91$breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4195ab4c-20bd-4cd3-8b3d-65601277e731#P92$breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4195ab4c-20bd-4cd3-8b3d-65601277e731#P93$breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4195ab4c-20bd-4cd3-8b3d-65601277e731#P94$breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4195ab4c-20bd-4cd3-8b3d-65601277e731#P95$breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4195ab4c-20bd-4cd3-8b3d-65601277e731#P96$breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4195ab4c-20bd-4cd3-8b3d-65601277e731#P97$breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4195ab4c-20bd-4cd3-8b3d-65601277e731#P98$breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4195ab4c-20bd-4cd3-8b3d-65601277e731#P99$breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#A42$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#A43$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#A44$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#A45$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#A46$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#A48$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#A51$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#A52$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#A54$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#A55$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#C37$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#C39$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#C41$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#C42$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#C43$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#C45$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#C46$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#C48$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#C96$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#M36$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#M37$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#M39$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#M40$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#M41$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#M42$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#M43$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#M44$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#M45$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/433700dc-e8a5-48b0-b5cd-beb22f3f88fe#M46$dorsolateral%20prefrontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/436154da-bcf1-4130-9c8b-120ff9a888f2#1004$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/436154da-bcf1-4130-9c8b-120ff9a888f2#1014$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/436154da-bcf1-4130-9c8b-120ff9a888f2#1015$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/436154da-bcf1-4130-9c8b-120ff9a888f2#1019$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/436154da-bcf1-4130-9c8b-120ff9a888f2#1022$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/436154da-bcf1-4130-9c8b-120ff9a888f2#1031$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/436154da-bcf1-4130-9c8b-120ff9a888f2#1039$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/436154da-bcf1-4130-9c8b-120ff9a888f2#1045$blood,,,,0
,https://entity.api.sennetconsortium.org/entities/0062cd0273622888946fb4160930e69d,RNAseq,Dataset Type: RNAseq [Salmon],,0
,https://entity.api.sennetconsortium.org/entities/00c00a5726914db2159f9435308d182a,Histology,Dataset Type: Histology [Image Pyramid],,0
,https://entity.api.sennetconsortium.org/entities/00d3002333836d966dae6efdb34929d0,Histology,Dataset Type: Histology [Image Pyramid],,0
,https://entity.api.sennetconsortium.org/entities/019be301ff4447487e40f4bf50ef5d6e,RNAseq,Dataset Type: RNAseq [Salmon],,0
,https://entity.api.sennetconsortium.org/entities/01d11a34a588e5cf138b07ec9acdc4f9,Histology,Dataset Type: Histology [Image Pyramid],,0
,https://entity.api.sennetconsortium.org/entities/01ff2770ab3c0fc84b4d505090be82b3,RNAseq,Dataset Type: RNAseq,,0
,https://entity.api.sennetconsortium.org/entities/02232ce22d9b4090a1e12fe9ebfbc152,Histology,Dataset Type: Histology [Image Pyramid],,0
,https://entity.api.sennetconsortium.org/entities/0229c815670d044713bb121d7ed536f6,RNAseq,Dataset Type: RNAseq,,0
,https://entity.api.sennetconsortium.org/entities/028d53916068dfaa65a52416af00fafe,Histology,Dataset Type: Histology,,0
,https://entity.api.sennetconsortium.org/entities/02974cfe8a233a67702e3c04eebb1a06,Histology,Dataset Type: Histology [Image Pyramid],,0
,https://entity.api.sennetconsortium.org/entities/02cf6eae22108109a9fa174bb78e758e,Histology,Dataset Type: Histology [Image Pyramid],,0
,https://entity.api.sennetconsortium.org/entities/02d438fabf14aa36f526deea53cc46cd,LC,Dataset Type: LC-MS,,0
,https://entity.api.sennetconsortium.org/entities/02d5b841f8cbd6b6f75c22b48472411d,Histology,Dataset Type: Histology [Image Pyramid],,0
,https://entity.api.sennetconsortium.org/entities/02e0c07c8a09436c1d26f74c42461142,Histology,Dataset Type: Histology [Image Pyramid],,0
,https://entity.api.sennetconsortium.org/entities/02f888def92e7a7cbf1d45e7e0ed5479,Histology,Dataset Type: Histology,,0
,https://entity.api.sennetconsortium.org/entities/032f18b2fe6d3a5a9aa25fc200188255,Histology,Dataset Type: Histology [Image Pyramid],,0
,https://entity.api.sennetconsortium.org/entities/036cab7661d9d1e244b5da4f9068af1f,Histology,Dataset Type: Histology [Image Pyramid],,0
,https://entity.api.sennetconsortium.org/entities/03914370856dfb38da9a1d16c0e280ae,Histology,Dataset Type: Histology [Image Pyramid],,0
,https://entity.api.sennetconsortium.org/entities/03ab18947d7a32efb179a9b93aa08bf2,Histology,Dataset Type: Histology [Image Pyramid],,0
,https://entity.api.sennetconsortium.org/entities/03adb85b0a5db9b99b97245c1c09ff37,LC,Dataset Type: LC-MS,,0
,https://entity.api.sennetconsortium.org/entities/03d45764211b7da9cad4d8fdd089c074,RNAseq,Dataset Type: RNAseq,,0
,https://entity.api.sennetconsortium.org/entities/04405768db88c4061ad9de002f917cf9,Histology,Dataset Type: Histology,,0
,https://entity.api.sennetconsortium.org/entities/045e4a8153f5c6b568b358750f95f61a,RNAseq,Dataset Type: RNAseq,,0
,https://entity.api.sennetconsortium.org/entities/04d8d011b9aff3e18010fc49fe887cd4,LC,Dataset Type: LC-MS,,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock3_TissueBlock3_Dataset1,IHC,"Data/Assay Types: IHC, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock4_TissueBlock4_Dataset1,IHC,"Data/Assay Types: IHC, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock5_TissueBlock5_Dataset1,IHC,"Data/Assay Types: IHC, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock6_TissueBlock6_Dataset1,IHC,"Data/Assay Types: IHC, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock7_TissueBlock7_Dataset1,IHC,"Data/Assay Types: IHC, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock8_TissueBlock8_Dataset1,IHC,"Data/Assay Types: IHC, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock9_TissueBlock9_Dataset1,IHC,"Data/Assay Types: IHC, ",,0
,https://zenodo.org/records/7653239#Donor1_TissueBlock1_Dataset1,CODEX,"Data/Assay Types: CODEX, ",,0
,https://zenodo.org/records/7653239#Donor2_TissueBlock1_Dataset1,CODEX,"Data/Assay Types: CODEX, ",,0
,http://purl.org/ccf/ctpop_datasets:,OTHER,"4 x 4 x 5 millimeter, 0.11 millimeter",,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/b7ec6c2d-32e2-48b0-8335-a827aba01caa_D032_Lung,OTHER,AllenWangLungMap_MALE_tissueblock,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/b7ec6c2d-32e2-48b0-8335-a827aba01caa_D046_Lung,OTHER,AllenWangLungMap_MALE_tissueblock,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/b7ec6c2d-32e2-48b0-8335-a827aba01caa_D062_Lung,OTHER,AllenWangLungMap_MALE_tissueblock,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/b7ec6c2d-32e2-48b0-8335-a827aba01caa_D088_Lung,OTHER,AllenWangLungMap_FEMALE_tissueblock,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/b7ec6c2d-32e2-48b0-8335-a827aba01caa_D122_Lung,OTHER,AllenWangLungMap_MALE_tissueblock,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/b7ec6c2d-32e2-48b0-8335-a827aba01caa_D139_Lung,OTHER,AllenWangLungMap_FEMALE_tissueblock,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/b7ec6c2d-32e2-48b0-8335-a827aba01caa_D150_Lung,OTHER,AllenWangLungMap_MALE_tissueblock,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/b7ec6c2d-32e2-48b0-8335-a827aba01caa_D175_Lung,OTHER,AllenWangLungMap_FEMALE_tissueblock,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/b7ec6c2d-32e2-48b0-8335-a827aba01caa_D231_Lung,OTHER,AllenWangLungMap_FEMALE_tissueblock,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D1_Heart_apex_of_heart,OTHER,hca_FEMALE_apex,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D1_Heart_heart_left_ventricle,OTHER,hca_FEMALE_left_ventricle_free_wall,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D1_Heart_heart_right_ventricle,OTHER,hca_FEMALE_right_ventricle,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D1_Heart_left_cardiac_atrium,OTHER,hca_FEMALE_left_atrium,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D11_Heart_apex_of_heart,OTHER,hca_FEMALE_apex,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D11_Heart_heart_left_ventricle,OTHER,hca_FEMALE_left_ventricle_free_wall,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D11_Heart_heart_right_ventricle,OTHER,hca_FEMALE_right_ventricle,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D11_Heart_interventricular_septum,OTHER,hca_FEMALE_septum,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D11_Heart_left_cardiac_atrium,OTHER,hca_FEMALE_left_atrium,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D11_Heart_right_cardiac_atrium,OTHER,hca_FEMALE_right_atrium,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D2_Heart_apex_of_heart,OTHER,hca_MALE_apex,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D2_Heart_heart_left_ventricle,OTHER,hca_MALE_left_ventricle_free_wall,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D2_Heart_heart_right_ventricle,OTHER,hca_MALE_right_ventricle,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D2_Heart_interventricular_septum,OTHER,hca_MALE_septum,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D2_Heart_left_cardiac_atrium,OTHER,hca_MALE_left_atrium,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D2_Heart_right_cardiac_atrium,OTHER,hca_MALE_right_atrium,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D3_Heart_apex_of_heart,OTHER,hca_MALE_apex,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D3_Heart_heart_left_ventricle,OTHER,hca_MALE_left_ventricle_free_wall,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D3_Heart_heart_right_ventricle,OTHER,hca_MALE_right_ventricle,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D3_Heart_interventricular_septum,OTHER,hca_MALE_septum,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D3_Heart_left_cardiac_atrium,OTHER,hca_MALE_left_atrium,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D3_Heart_right_cardiac_atrium,OTHER,hca_MALE_right_atrium,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D4_Heart_apex_of_heart,OTHER,hca_FEMALE_apex,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D4_Heart_heart_left_ventricle,OTHER,hca_FEMALE_left_ventricle_free_wall,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D4_Heart_heart_right_ventricle,OTHER,hca_FEMALE_right_ventricle,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D4_Heart_interventricular_septum,OTHER,hca_FEMALE_septum,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D4_Heart_left_cardiac_atrium,OTHER,hca_FEMALE_left_atrium,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D4_Heart_right_cardiac_atrium,OTHER,hca_FEMALE_right_atrium,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D5_Heart_apex_of_heart,OTHER,hca_FEMALE_apex,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D5_Heart_heart_left_ventricle,OTHER,hca_FEMALE_left_ventricle_free_wall,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D5_Heart_heart_right_ventricle,OTHER,hca_FEMALE_right_ventricle,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D5_Heart_interventricular_septum,OTHER,hca_FEMALE_septum,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D5_Heart_left_cardiac_atrium,OTHER,hca_FEMALE_left_atrium,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D5_Heart_right_cardiac_atrium,OTHER,hca_FEMALE_right_atrium,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D6_Heart_apex_of_heart,OTHER,hca_MALE_apex,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D6_Heart_heart_left_ventricle,OTHER,hca_MALE_left_ventricle_free_wall,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D6_Heart_heart_right_ventricle,OTHER,hca_MALE_right_ventricle,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D6_Heart_interventricular_septum,OTHER,hca_MALE_septum,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D6_Heart_left_cardiac_atrium,OTHER,hca_MALE_left_atrium,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D6_Heart_right_cardiac_atrium,OTHER,hca_MALE_right_atrium,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D7_Heart_apex_of_heart,OTHER,hca_MALE_apex,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D7_Heart_heart_left_ventricle,OTHER,hca_MALE_left_ventricle_free_wall,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D7_Heart_heart_right_ventricle,OTHER,hca_MALE_right_ventricle,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D7_Heart_interventricular_septum,OTHER,hca_MALE_septum,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D7_Heart_left_cardiac_atrium,OTHER,hca_MALE_left_atrium,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D7_Heart_right_cardiac_atrium,OTHER,hca_MALE_right_atrium,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_H2_Heart_apex_of_heart,OTHER,hca_MALE_apex,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_H2_Heart_heart_left_ventricle,OTHER,hca_MALE_left_ventricle_free_wall,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_H2_Heart_heart_right_ventricle,OTHER,hca_MALE_right_ventricle,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_H2_Heart_interventricular_septum,OTHER,hca_MALE_septum,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_H2_Heart_left_cardiac_atrium,OTHER,hca_MALE_left_atrium,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_H2_Heart_right_cardiac_atrium,OTHER,hca_MALE_right_atrium,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_H3_Heart_apex_of_heart,OTHER,hca_MALE_apex,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_H3_Heart_heart_left_ventricle,OTHER,hca_MALE_left_ventricle_free_wall,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_H3_Heart_heart_right_ventricle,OTHER,hca_MALE_right_ventricle,,0
