cell_label,cell_id,is_mapped,level_1_cell_id,level_1_cell_label,level_2_cell_id,level_2_cell_label
hair matrix stem cell,http://purl.obolibrary.org/obo/CL_0000356,true,http://purl.obolibrary.org/obo/CL_0000034,stem cell,,
stratified epithelial stem cell,http://purl.obolibrary.org/obo/CL_0000357,true,http://purl.obolibrary.org/obo/CL_0000034,stem cell,,
sphincter associated smooth muscle cell,http://purl.obolibrary.org/obo/CL_0000358,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
vascular associated smooth muscle cell,http://purl.obolibrary.org/obo/CL_0000359,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
epidermal cell,http://purl.obolibrary.org/obo/CL_0000362,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
tormogen cell,http://purl.obolibrary.org/obo/CL_0000372,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
trichogen cell,http://purl.obolibrary.org/obo/CL_0000374,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
humidity receptor cell,http://purl.obolibrary.org/obo/CL_0000376,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
tracheoblast,http://purl.obolibrary.org/obo/CL_0000377,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
sensory processing neuron,http://purl.obolibrary.org/obo/CL_0000379,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
nephrogenic mesenchyme stem cell,http://purl.obolibrary.org/obo/CL_0000383,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,,
prohemocyte (sensu Nematoda and Protostomia),http://purl.obolibrary.org/obo/CL_0000385,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
hemocyte (sensu Arthropoda),http://purl.obolibrary.org/obo/CL_0000387,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000081,blood cell
tendon cell,http://purl.obolibrary.org/obo/CL_0000388,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
socket cell (sensu Nematoda),http://purl.obolibrary.org/obo/CL_0000389,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
blood cell (sensu Nematoda and Protostomia),http://purl.obolibrary.org/obo/CL_0000390,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000081,blood cell
crystal cell,http://purl.obolibrary.org/obo/CL_0000392,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000081,blood cell
plasmatocyte,http://purl.obolibrary.org/obo/CL_0000394,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000081,blood cell
procrystal cell,http://purl.obolibrary.org/obo/CL_0000395,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
lamellocyte,http://purl.obolibrary.org/obo/CL_0000396,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000081,blood cell
ganglion interneuron,http://purl.obolibrary.org/obo/CL_0000397,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
CNS short range interneuron,http://purl.obolibrary.org/obo/CL_0000406,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
male gamete,http://purl.obolibrary.org/obo/CL_0000408,true,http://purl.obolibrary.org/obo/CL_0000039,germ line cell,,
CNS long range interneuron,http://purl.obolibrary.org/obo/CL_0000410,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
Caenorhabditis hypodermal cell,http://purl.obolibrary.org/obo/CL_0000411,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
arcade cell,http://purl.obolibrary.org/obo/CL_0000418,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
seam cell,http://purl.obolibrary.org/obo/CL_0000419,true,http://purl.obolibrary.org/obo/CL_0000034,stem cell,,
syncytial epithelial cell,http://purl.obolibrary.org/obo/CL_0000420,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
pore cell,http://purl.obolibrary.org/obo/CL_0000425,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
GLR cell,http://purl.obolibrary.org/obo/CL_0000427,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,,
yolk cell,http://purl.obolibrary.org/obo/CL_0000428,true,http://purl.obolibrary.org/obo/CL_0000349,extraembryonic cell,,
imaginal disc cell,http://purl.obolibrary.org/obo/CL_0000429,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
reticular cell,http://purl.obolibrary.org/obo/CL_0000432,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
eccrine cell,http://purl.obolibrary.org/obo/CL_0000434,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
gonadtroph,http://purl.obolibrary.org/obo/CL_0000437,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
follicle stem cell (sensu Arthropoda),http://purl.obolibrary.org/obo/CL_0000441,true,http://purl.obolibrary.org/obo/CL_0000034,stem cell,,
follicular dendritic cell,http://purl.obolibrary.org/obo/CL_0000442,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
obliquely striated muscle cell,http://purl.obolibrary.org/obo/CL_0000444,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
chief cell of parathyroid gland,http://purl.obolibrary.org/obo/CL_0000446,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
white adipocyte,http://purl.obolibrary.org/obo/CL_0000448,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000136,adipocyte
brown adipocyte,http://purl.obolibrary.org/obo/CL_0000449,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000136,adipocyte
dendritic cell,http://purl.obolibrary.org/obo/CL_0000451,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
Langerhans cell,http://purl.obolibrary.org/obo/CL_0000453,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
epidermal cell (sensu Arthropoda),http://purl.obolibrary.org/obo/CL_0000463,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
epidermoblast,http://purl.obolibrary.org/obo/CL_0000464,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
neuroglioblast (sensu Nematoda and Protostomia),http://purl.obolibrary.org/obo/CL_0000468,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,,
thyrotroph,http://purl.obolibrary.org/obo/CL_0000476,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
follicle cell of egg chamber,http://purl.obolibrary.org/obo/CL_0000477,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
connective tissue type mast cell,http://purl.obolibrary.org/obo/CL_0000484,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,,
mucosal type mast cell,http://purl.obolibrary.org/obo/CL_0000485,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
visible light photoreceptor cell,http://purl.obolibrary.org/obo/CL_0000488,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
scotopic photoreceptor cell,http://purl.obolibrary.org/obo/CL_0000489,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
photopic photoreceptor cell,http://purl.obolibrary.org/obo/CL_0000490,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
CD4-positive helper T cell,http://purl.obolibrary.org/obo/CL_0000492,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000084,T cell
UV sensitive photoreceptor cell,http://purl.obolibrary.org/obo/CL_0000494,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
blue sensitive photoreceptor cell,http://purl.obolibrary.org/obo/CL_0000495,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
green sensitive photoreceptor cell,http://purl.obolibrary.org/obo/CL_0000496,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
red sensitive photoreceptor cell,http://purl.obolibrary.org/obo/CL_0000497,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
inhibitory interneuron,http://purl.obolibrary.org/obo/CL_0000498,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
stromal cell,http://purl.obolibrary.org/obo/CL_0000499,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
follicular epithelial cell,http://purl.obolibrary.org/obo/CL_0000500,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
type D enteroendocrine cell,http://purl.obolibrary.org/obo/CL_0000502,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
theca cell,http://purl.obolibrary.org/obo/CL_0000503,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
enterochromaffin-like cell,http://purl.obolibrary.org/obo/CL_0000504,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
type G enteroendocrine cell,http://purl.obolibrary.org/obo/CL_0000508,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
paneth cell,http://purl.obolibrary.org/obo/CL_0000510,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
perineuronal satellite cell,http://purl.obolibrary.org/obo/CL_0000516,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,,
mononuclear cytotrophoblast cell,http://purl.obolibrary.org/obo/CL_0000523,true,http://purl.obolibrary.org/obo/CL_0000349,extraembryonic cell,,
syncytiotrophoblast cell,http://purl.obolibrary.org/obo/CL_0000525,true,http://purl.obolibrary.org/obo/CL_0000349,extraembryonic cell,,
afferent neuron,http://purl.obolibrary.org/obo/CL_0000526,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
efferent neuron,http://purl.obolibrary.org/obo/CL_0000527,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
nitrergic neuron,http://purl.obolibrary.org/obo/CL_0000528,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
pigmented epithelial cell,http://purl.obolibrary.org/obo/CL_0000529,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
primary neuron (sensu Teleostei),http://purl.obolibrary.org/obo/CL_0000530,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
primary sensory neuron (sensu Teleostei),http://purl.obolibrary.org/obo/CL_0000531,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
CAP motoneuron,http://purl.obolibrary.org/obo/CL_0000532,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
primary motor neuron (sensu Teleostei),http://purl.obolibrary.org/obo/CL_0000533,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
primary interneuron (sensu Teleostei),http://purl.obolibrary.org/obo/CL_0000534,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
secondary neuron (sensu Teleostei),http://purl.obolibrary.org/obo/CL_0000535,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
secondary motor neuron (sensu Teleostei),http://purl.obolibrary.org/obo/CL_0000536,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
neuron,http://purl.obolibrary.org/obo/CL_0000540,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
lymphocyte,http://purl.obolibrary.org/obo/CL_0000542,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
slowly adapting mechanoreceptor cell,http://purl.obolibrary.org/obo/CL_0000544,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
T-helper 1 cell,http://purl.obolibrary.org/obo/CL_0000545,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000084,T cell
T-helper 2 cell,http://purl.obolibrary.org/obo/CL_0000546,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000084,T cell
proerythroblast,http://purl.obolibrary.org/obo/CL_0000547,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
basophilic erythroblast,http://purl.obolibrary.org/obo/CL_0000549,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
polychromatophilic erythroblast,http://purl.obolibrary.org/obo/CL_0000550,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
unimodal nocireceptor,http://purl.obolibrary.org/obo/CL_0000551,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
orthochromatic erythroblast,http://purl.obolibrary.org/obo/CL_0000552,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
megakaryocyte progenitor cell,http://purl.obolibrary.org/obo/CL_0000553,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
megakaryocyte,http://purl.obolibrary.org/obo/CL_0000556,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
granulocyte monocyte progenitor cell,http://purl.obolibrary.org/obo/CL_0000557,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
reticulocyte,http://purl.obolibrary.org/obo/CL_0000558,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
promonocyte,http://purl.obolibrary.org/obo/CL_0000559,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
band form neutrophil,http://purl.obolibrary.org/obo/CL_0000560,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000081,blood cell
amacrine cell,http://purl.obolibrary.org/obo/CL_0000561,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
nucleate erythrocyte,http://purl.obolibrary.org/obo/CL_0000562,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000081,blood cell
neutrophilic promyelocyte,http://purl.obolibrary.org/obo/CL_0000564,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
angioblastic mesenchymal cell,http://purl.obolibrary.org/obo/CL_0000566,true,http://purl.obolibrary.org/obo/CL_0000034,stem cell,,
polymodal nocireceptor,http://purl.obolibrary.org/obo/CL_0000567,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
amine precursor uptake and decarboxylation cell,http://purl.obolibrary.org/obo/CL_0000568,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
cardiac mesenchymal cell,http://purl.obolibrary.org/obo/CL_0000569,true,http://purl.obolibrary.org/obo/CL_0000034,stem cell,,
parafollicular cell,http://purl.obolibrary.org/obo/CL_0000570,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
retinal cone cell,http://purl.obolibrary.org/obo/CL_0000573,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
corneal epithelial cell,http://purl.obolibrary.org/obo/CL_0000575,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
monocyte,http://purl.obolibrary.org/obo/CL_0000576,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000576,monocyte
type EC enteroendocrine cell,http://purl.obolibrary.org/obo/CL_0000577,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
border follicle cell,http://purl.obolibrary.org/obo/CL_0000579,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
neutrophilic myelocyte,http://purl.obolibrary.org/obo/CL_0000580,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000081,blood cell
peritoneal macrophage,http://purl.obolibrary.org/obo/CL_0000581,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000235,macrophage
neutrophilic metamyelocyte,http://purl.obolibrary.org/obo/CL_0000582,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000081,blood cell
alveolar macrophage,http://purl.obolibrary.org/obo/CL_0000583,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000235,macrophage
enterocyte,http://purl.obolibrary.org/obo/CL_0000584,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
germ cell,http://purl.obolibrary.org/obo/CL_0000586,true,http://purl.obolibrary.org/obo/CL_0000039,germ line cell,,
cold sensing thermoreceptor cell,http://purl.obolibrary.org/obo/CL_0000587,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
odontoclast,http://purl.obolibrary.org/obo/CL_0000588,true,http://purl.obolibrary.org/obo/CL_0001035,bone cell,,
cochlear inner hair cell,http://purl.obolibrary.org/obo/CL_0000589,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
warmth sensing thermoreceptor cell,http://purl.obolibrary.org/obo/CL_0000591,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
enucleate erythrocyte,http://purl.obolibrary.org/obo/CL_0000595,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000081,blood cell
